,headline,date,year exp,score,pros,cons,company,position,raw_reviews,Introvert_Extrovert,Intuition_Sensing,Thinking_Feeling,Judging_Perceiving,Innovative_Traditional,Personality,reviews,emotions,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,is_exclusive,is_open,exclusive_openness
1055,A place to learn but long working hours,2016-10-19,Current Employee,2,You will be given a lot of responsibility and opportunities for learning. Good brand name as an employer.,Long working hours and a lot of internal processes. Highly political environment. Salary scale is much lower than market rate.,American Express, Marketing Executive,You will be given a lot of responsibility and opportunities for learning. Good brand name as an employer.Long working hours and a lot of internal processes. Highly political environment. Salary scale is much lower than market rate.,Extrovert,Intuition,Thinking,Judging,traditional,ENJT,given lot responsibility opportunities learning good brand name employerlong working hours lot internal processes highly political environment salary scale much lower market rate,"{'Positive': 3, 'Negative': 1, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 1, 'Surprise': 1, 'Trust': 1}",3,1,0,1,0,0,1,1,1,1,0,3,Open
1056,No focus on business. All about personal agenda. Need to be very careful. Can only say and do what you are told.,2016-10-24,Current Employee,1,"Everyone was given fair chance to succeed 2-3 years ago. Had the chance to work under an inspirational leader who left us last year, after she put in so much efforts to train and develop everyone.","1. New leaders don't care about the development of team members.
2. No help given to those who need better roadshows to meet high targets.
3. Unfair discipline - Anyone will get a warning letter if he / she  is seen using / holding his / her mobile phone. No explanation will be heard. But yet, no warning letter given to those who NEVER report on time for roadshow. 
4. Those who volunteer to work 6 days will still get lousy roadshows.
5. So obvious bias on roadshows...certain individual always gets the best roadshows. Obviously because of personal relationship - best friends....but those with real authority also doesn't care.
6. Leaders need to go to roadshows, sometimes whole day during many weekends for past 8-10 months. Sacrifice of more family time even when we work till late every day.
7. Last time leaders get backed up by last head. Now leaders cannot play 'nice guy' any more.",American Express, Anonymous Employee,"Everyone was given fair chance to succeed 2-3 years ago. Had the chance to work under an inspirational leader who left us last year, after she put in so much efforts to train and develop everyone.1. New leaders don't care about the development of team members.
2. No help given to those who need better roadshows to meet high targets.
3. Unfair discipline - Anyone will get a warning letter if he / she  is seen using / holding his / her mobile phone. No explanation will be heard. But yet, no warning letter given to those who NEVER report on time for roadshow. 
4. Those who volunteer to work 6 days will still get lousy roadshows.
5. So obvious bias on roadshows...certain individual always gets the best roadshows. Obviously because of personal relationship - best friends....but those with real authority also doesn't care.
6. Leaders need to go to roadshows, sometimes whole day during many weekends for past 8-10 months. Sacrifice of more family time even when we work till late every day.
7. Last time leaders get backed up by last head. Now leaders cannot play 'nice guy' any more.",Extrovert,Intuition,Feeling,Judging,traditional,ENJF,everyone given fair chance succeed 23 years ago chance work inspirational leader left us last year put much efforts train develop everyone1 new leaders care development team members 2 help given need better roadshows meet high targets 3 unfair discipline  anyone get warning letter  seen using  holding  mobile phone explanation heard yet warning letter given never report time roadshow 4 volunteer work 6 days still get lousy roadshows 5 obvious bias roadshowscertain individual always gets best roadshows obviously personal relationship  best friendsbut real authority also care 6 leaders need go roadshows sometimes whole day many weekends past 810 months sacrifice family time even work till late every day 7 last time leaders get backed last head leaders cannot play nice guy more,"{'Positive': 14, 'Negative': 5, 'Anger': 2, 'Anticipation': 10, 'Disgust': 1, 'Fear': 2, 'Joy': 1, 'Sadness': 2, 'Surprise': 3, 'Trust': 13}",14,5,2,10,1,2,1,2,3,13,5,24,Open
1057,Could be much better,2016-09-23,"Former Employee, more than 10 years",3,Great Company as a whole globally,Not so great leaders in company,American Express, Analyst,Great Company as a whole globallyNot so great leaders in company,Extrovert,Intuition,Thinking,Perceiving,traditional,ENPT,great company whole globallynot great leaders company,"{'Positive': 1, 'Negative': 0, 'Anger': 0, 'Anticipation': 0, 'Disgust': 0, 'Fear': 0, 'Joy': 0, 'Sadness': 0, 'Surprise': 0, 'Trust': 1}",1,0,0,0,0,0,0,0,0,1,0,1,Open
1058,Work culture,2016-09-17,"Current Employee, more than 10 years",3,Great environment and brand value.,Frequent reengineerimg of work force and lack of job security. This culture also breeds and encourages politics in work environment.,American Express, ,Great environment and brand value.Frequent reengineerimg of work force and lack of job security. This culture also breeds and encourages politics in work environment.,Introvert,Intuition,Thinking,Judging,traditional,INJT,great environment brand valuefrequent reengineerimg work force lack job security culture also breeds encourages politics work environment,"{'Positive': 3, 'Negative': 1, 'Anger': 0, 'Anticipation': 0, 'Disgust': 0, 'Fear': 0, 'Joy': 0, 'Sadness': 0, 'Surprise': 0, 'Trust': 0}",3,1,0,0,0,0,0,0,0,0,0,0,Open
1059,Channel Manager Sales,2016-08-01,Former Employee,4,"work life balance
Good work enviorment",very slow growth in sales,American Express, ,"work life balance
Good work enviormentvery slow growth in sales",Extrovert,Sensing,Feeling,Judging,traditional,ESJF,work life balance good work enviormentvery slow growth sales,"{'Positive': 2, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 1, 'Trust': 1}",2,0,0,1,0,0,1,0,1,1,0,3,Open
1060,Credit Analyst,2016-06-13,Former Employee,4,"Good Work environment , Balanced life , Good number of leaves , Growth possibilities .",Not the best pay master in the market but competitive salaries,American Express, ,"Good Work environment , Balanced life , Good number of leaves , Growth possibilities .Not the best pay master in the market but competitive salaries",Extrovert,Intuition,Thinking,Judging,traditional,ENJT,good work environment  balanced life  good number leaves  growth possibilities not best pay master market competitive salaries,"{'Positive': 6, 'Negative': 0, 'Anger': 0, 'Anticipation': 3, 'Disgust': 0, 'Fear': 0, 'Joy': 3, 'Sadness': 0, 'Surprise': 2, 'Trust': 3}",6,0,0,3,0,0,3,0,2,3,0,9,Open
1061,Senior Manager,2016-05-13,Current Employee,3,"- Good Culture 
- Robust analysis of data and process which helps put great products in market","- Struggling to innovate
- Seen from the yearly downsizing of workforce every year",American Express, ,"- Good Culture 
- Robust analysis of data and process which helps put great products in market- Struggling to innovate
- Seen from the yearly downsizing of workforce every year",Extrovert,Sensing,Thinking,Perceiving,innovative,ESPT, good culture  robust analysis data process helps put great products market struggling innovate  seen yearly downsizing workforce every year,"{'Positive': 2, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 1, 'Trust': 1}",2,0,0,1,0,0,1,0,1,1,0,3,Open
1062,good good,2016-03-27,Former Employee,3,"Pretty good i guess, big name","big name, lots of people, easy to get lost",American Express, ,"Pretty good i guess, big namebig name, lots of people, easy to get lost",Extrovert,Sensing,Feeling,Judging,traditional,ESJF,pretty good guess big namebig name lots people easy get lost,"{'Positive': 1, 'Negative': 1, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 1, 'Surprise': 2, 'Trust': 1}",1,1,0,1,0,0,1,1,2,1,0,3,Open
1063,Amex Review,2016-03-01,Current Employee,3,Employee friendly organisation. Provides opportunities to work on flexible hours. Fairly reasonable remuneration.,Hierarchical setup with very less chances to grow. Top heavy in management cadres. Strategic and long term plans need to be crystalized clearly.,American Express, ,Employee friendly organisation. Provides opportunities to work on flexible hours. Fairly reasonable remuneration.Hierarchical setup with very less chances to grow. Top heavy in management cadres. Strategic and long term plans need to be crystalized clearly.,Extrovert,Intuition,Thinking,Judging,traditional,ENJT,employee friendly organisation provides opportunities work flexible hours fairly reasonable remunerationhierarchical setup less chances grow top heavy management cadres strategic long term plans need crystalized clearly,"{'Positive': 6, 'Negative': 0, 'Anger': 0, 'Anticipation': 4, 'Disgust': 0, 'Fear': 0, 'Joy': 2, 'Sadness': 0, 'Surprise': 0, 'Trust': 3}",6,0,0,4,0,0,2,0,0,3,0,9,Open
1064,Best Place to Work,2016-01-15,"Current Employee, more than 10 years",5,"Work culture - open door policy, you're free to speak your mind and people respect you for your ideas. Leaders are great!",Can't think of any because there's just too many pros overshadowing the cons. Maybe one which is because people are so committed that they tend to work longer hours?,American Express, Manager,"Work culture - open door policy, you're free to speak your mind and people respect you for your ideas. Leaders are great!Can't think of any because there's just too many pros overshadowing the cons. Maybe one which is because people are so committed that they tend to work longer hours?",Extrovert,Intuition,Thinking,Judging,innovative,ENJT,work culture  open door policy free speak mind people respect ideas leaders greatcant think theres many pros overshadowing cons maybe one people committed tend work longer hours,"{'Positive': 2, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 2}",2,0,0,1,0,0,1,0,0,2,0,4,Open
1065,Services brand lacking consumer focus,2016-01-05,"Current Employee, more than 1 year",2,"Good progression opportunities. Huge leverage in terms of consumer insights available as an issuer and payments partner. Brand heritage. Excellent learning conditions if you are willing to put in the hours and overcome red tapes. Culture may differ greatly across markets and business units. In US, where majority of the business is based, there is great innovation and leadership.",HR functions are heavily outsourced. Politics rampant and embedded within culture. Slow to move due to heavy governance and outdated mindsets. Core competencies that promote innovation and competitiveness are established within shared business centers in offshore markets that are a pain to work with.,American Express, Anonymous Employee,"Good progression opportunities. Huge leverage in terms of consumer insights available as an issuer and payments partner. Brand heritage. Excellent learning conditions if you are willing to put in the hours and overcome red tapes. Culture may differ greatly across markets and business units. In US, where majority of the business is based, there is great innovation and leadership.HR functions are heavily outsourced. Politics rampant and embedded within culture. Slow to move due to heavy governance and outdated mindsets. Core competencies that promote innovation and competitiveness are established within shared business centers in offshore markets that are a pain to work with.",Extrovert,Intuition,Thinking,Judging,traditional,ENJT,good progression opportunities huge leverage terms consumer insights available issuer payments partner brand heritage excellent learning conditions willing put hours overcome red tapes culture may differ greatly across markets business units us majority business based great innovation leadershiphr functions heavily outsourced politics rampant embedded within culture slow move due heavy governance outdated mindsets core competencies promote innovation competitiveness established within shared business centers offshore markets pain work with,"{'Positive': 10, 'Negative': 2, 'Anger': 0, 'Anticipation': 4, 'Disgust': 0, 'Fear': 1, 'Joy': 4, 'Sadness': 1, 'Surprise': 2, 'Trust': 7}",10,2,0,4,0,1,4,1,2,7,1,15,Open
