,posts,company,type
2752," This morning we released earnings. For FY22, total revenue was $572.8 billion, up 2.4%. For Q4 FY22, total revenue was $152.9 billion, led by strength in Walmart U.S. with 5.6% comp sales growth. https://bit.ly/353zpNV $WMT",Walmart,traditional
2753," At Walmart, we’re always thinking about how to give our customers not only the best products at the best prices, but also the best shopping experience. In this next phase of redesigning our stores, we’re creating a place that wows, merging physical, design and human elements into one interactive store. I’m incredibly proud to lead this team, and I’m excited to share this brand-new experience with our customers.  Read More https://lnkd.in/dg8upJWi",Walmart,traditional
2754," We're expanding our doula benefit to support more associates as they expand their families 🤰 Associates or their pregnant partners in Illinois, Indiana and Louisiana—in addition to Georgia—are now eligible for doula coverage.  A doula gives physical, emotional and informational support to a mother during pregnancy and birth, and can have a positive impact on the well-being of the entire family. Learn more about the benefit: https://bit.ly/3y7Ez7o ",Walmart,traditional
2755," At Walmart, Live Better is what we do every day for communities where we live and work. That’s why we’re advancing our ambitious commitments and goals within the areas of opportunity, sustainability, community and diversity, and equity and inclusion. In this new campaign, we share our commitment to our customers and associates – not just tomorrow, but today and every day. https://bit.ly/3GxyHW1",Walmart,traditional
2756," Congratulations to CEO Doug McMillon for being recognized by the Ad Council for outstanding corporate citizenship! We’re honored to have supported the Ad Council’s many social impact campaigns over the past three decades, including the recent COVID-19 Vaccine Education Initiative and Workforce Readiness, helping people of all ages, experiences and backgrounds develop their skills for the rapidly changing job market. Read more: https://bit.ly/3Peh4zJ  ",Walmart,traditional
2757," New car smell x 4,500. We’ve collaborated with tech mobility company Canoo to purchase 4,500 all-electric delivery vehicles for our last mile delivery fleet. The goal: deliver online orders in a sustainable way and work toward our goal to achieve zero-emissions by 2040. Read more: https://bit.ly/3yZKZGh",Walmart,traditional
2758," For many living with diabetes, insulin is imperative—and unfortunately, not always affordable.  Despite state and federal actions to limit costs through insurance, there is still a gap for millions of Americans without insurance who rely on insulin.  Dr. Cheryl Pegus shares how we're using our size and scale to help reduce insulin costs for our customers: https://bit.ly/3HHlDzC",Walmart,traditional
2759," We're partnering with indoor vertical farming company Plenty®, making us the first large U.S. retailer to significantly invest in vertical farming. We plan to utilize Plenty's platform to deliver fresh, sustainable produce to our stores year-round. Read more: https://bit.ly/3IBByPb",Walmart,traditional
2760, Let's talk shop(ping) 📱 Learn how we're innovating along with Store No. 8 to make it easier for customers to shop for their everyday grocery items via voice and text: https://bit.ly/3rMSFa4,Walmart,traditional
2761," In collaboration with Walmart, we are now offering a new consumer-initiated lab testing solution powered by QuestDirect™. The new solution allows people to take control of their health care and purchase the same high-quality lab tests ordered by healthcare providers through a consumer-friendly website.#questdiagnostics #questdirect",Walmart,traditional
2762," This milestone is part of our commitment to a more sustainable supply chain as we continue to move toward a circular economy where materials stay in use, including making new products that our customers enjoy.  We're celebrating our partners at Walmart for reaching a huge milestone – purchasing the equivalent of more than one BILLION plastic bottles worth of our REPREVE #recycled performance fibers. More on the achievement, here: https://lnkd.in/dPnbpQTk#sustainability #sustainabilitygoals #recycledplastic #recycledplastics #partnership",Walmart,traditional
2763, Always low prices. It's been our goal since 1962. Can you guess the prices of these items we've sold in our stores over the years? Test out your vintage pricing skills with Rollback Throwback! 💰 Be sure to check back for a new challenge every day! 👉 https://bit.ly/3a1fLVz,Walmart,traditional
2764," We’re expanding our InHome delivery service to be available to 30 million eligible homes this year, and hiring more than 3,000 delivery drivers to pilot our all-electric fleet—making 2022 even more convenient for our customers. Read more: https://bit.ly/3Hvw5J8",Walmart,traditional
2765," We’re inviting U.K. sellers to join our online U.S. Marketplace! 🇬🇧🇺🇸  Through Walmart Fulfillment Services (WFS), British sellers can utilize fast, low-cost shipping anywhere in the contiguous U.S. to serve Walmart’s growing base of more than 120M monthly customers. Read more here on how you can get started on our Marketplace: https://bit.ly/3ncBA7H",Walmart,traditional
2766," As part of our pursuit to provide customers with products that are safe, more sustainable and affordable, we're working to advance sustainable chemistry. This means encouraging suppliers to design and manufacture products that use efficient, safe and environmentally benign chemicals and processes. As part of this work, we're committed to advancing the sustainable chemistry of manufacturing products. In 2017, we set a goal to reduce our footprint of priority chemicals in formulated consumables 10% by 2022. Our suppliers report achieving a 17% reduction as of 2020.We're also calling on our suppliers to take action, and collectively we're making incredible strides. Reckitt is incorporating sustainable chemistry into their product design and has set a goal of achieving a 65% reduction in their chemical footprint by 2030.We are also working to accelerate the incorporation of these principles into our own products. Our new private label household product line, Our Promise, is designed with sustainable chemistry in mind. These household essentials are labeled with national safety certifications, including EPA Safer Choice, to help customers make safe, affordable and mindful choices. Learn more about our sustainable chemistry initiatives in our latest ESG brief on safer, healthier foods and other products: https://bit.ly/3HwwcoW",Walmart,traditional
